index,word,emoji1,emoji2,description
830,guilt,😔,⚖,Pensive Face and Scales evoke the core meaning or feeling behind 'guilt'
831,guitar,🎸,🎸,Guitar and Guitar evoke the core meaning or feeling behind 'guitar'
832,gun,🔫,🔫,Pistol and Pistol evoke the core meaning or feeling behind 'gun'
833,gym,🏋,🏋,Weight Lifter and Weight Lifter evoke the core meaning or feeling behind 'gym'
834,habit,🔁,📆,Clockwise Rightwards and with Tear-off Calendar together illustrate movement or relation, pointing to 'habit'
835,hair,✂,🧴,Black Scissors and Lotion Bottle evoke the core meaning or feeling behind 'hair'
836,half,🌓,➗,First Quarter Moon and Heavy Division Sign evoke the core meaning or feeling behind 'half'
837,hammer,🔨,🔩,Hammer plus Nut and Bolt form a recognizable group, reinforcing the idea of 'hammer'
838,hamster,🐹,🐹,Hamster Face and Hamster Face evoke the core meaning or feeling behind 'hamster'
839,hand,✋,✋,Raised Hand and Raised Hand evoke the core meaning or feeling behind 'hand'
840,happy,😄,✨,Smiling Face with and Sparkles evoke the core meaning or feeling behind 'happy'
841,harbor,⚓,🚢,Anchor and Ship evoke the core meaning or feeling behind 'harbor'
842,hard,🪨,💪,Rock and Flexed Biceps evoke the core meaning or feeling behind 'hard'
843,harsh,🌵,⚠,Cactus and Warning Sign evoke the core meaning or feeling behind 'harsh'
844,harvest,🌾,🧺,Ear of Rice and Basket evoke the core meaning or feeling behind 'harvest'
845,hat,🎩,🎩,Top Hat and Top Hat evoke the core meaning or feeling behind 'hat'
846,have,🤲,📦,Palms Up Together with Package together illustrate movement or relation, pointing to 'have'
847,hawk,🦅,👁,Eagle and Eye evoke the core meaning or feeling behind 'hawk'
848,hazard,☣,⚠,Biohazard Sign and Warning Sign evoke the core meaning or feeling behind 'hazard'
849,head,🧑,🧠,Adult plus Brain form a recognizable group, reinforcing the idea of 'head'
850,health,❤,🩺,Heavy Black Heart and Stethoscope evoke the core meaning or feeling behind 'health'
851,heart,❤,❤,Heavy Black Heart and Heavy Black Heart evoke the core meaning or feeling behind 'heart'
852,heavy,🏋,📦,Weight Lifter and Package evoke the core meaning or feeling behind 'heavy'
853,hedgehog,🦔,🦔,Hedgehog and Hedgehog evoke the core meaning or feeling behind 'hedgehog'
854,height,📏,🔍,Straight Ruler with Left-pointing Magnifying Glass together illustrate movement or relation, pointing to 'height'
855,hello,👋,🙂,Waving Hand Sign and Slightly Smiling Face evoke the core meaning or feeling behind 'hello'
856,helmet,⛑,🛡,Helmet with White and Shield evoke the core meaning or feeling behind 'helmet'
857,help,🆘,✋,Squared Sos and Raised Hand evoke the core meaning or feeling behind 'help'
858,hen,🐔,🥚,Chicken and Egg evoke the core meaning or feeling behind 'hen'
859,hero,🛡,⭐,Shield and White Medium Star evoke the core meaning or feeling behind 'hero'
860,hidden,🙈,🔒,See-no-evil Monkey plus Lock form a recognizable group, reinforcing the idea of 'hidden'
861,high,⛰,⬆,Mountain with Upwards Black Arrow together illustrate movement or relation, pointing to 'high'
862,hill,⛰,↗,Mountain with North East Arrow together illustrate movement or relation, pointing to 'hill'
863,hint,💡,👉,Electric Light Bulb with White Right Pointing together illustrate movement or relation, pointing to 'hint'
864,hip,🦴,👖,Bone and Jeans evoke the core meaning or feeling behind 'hip'
865,hire,👔,📄,Necktie with Page Facing Up together illustrate movement or relation, pointing to 'hire'
866,history,📜,⌛,Scroll and Hourglass evoke the core meaning or feeling behind 'history'
867,hobby,🎨,🎯,Artist Palette and Direct Hit evoke the core meaning or feeling behind 'hobby'
868,hockey,🏒,🥅,Ice Hockey Stick plus Goal Net form a recognizable group, reinforcing the idea of 'hockey'
869,hold,✋,📦,Raised Hand and Package evoke the core meaning or feeling behind 'hold'
870,hole,🕳,⬇,Hole with Downwards Black Arrow together illustrate movement or relation, pointing to 'hole'
871,holiday,🎉,🏖,Party Popper and Beach with Umbrella evoke the core meaning or feeling behind 'holiday'
872,hollow,🕳,⚪,Hole and Medium White Circle evoke the core meaning or feeling behind 'hollow'
873,home,🏠,🏠,House Building and House Building evoke the core meaning or feeling behind 'home'
874,honey,🍯,🐝,Honey Pot and Honeybee evoke the core meaning or feeling behind 'honey'
875,hood,🧥,🧣,Coat and Scarf evoke the core meaning or feeling behind 'hood'
876,hope,🙏,🌈,Person with Folded plus Rainbow form a recognizable group, reinforcing the idea of 'hope'
877,horn,📯,🎺,Postal Horn and Trumpet evoke the core meaning or feeling behind 'horn'
878,horror,😱,🩸,Face Screaming in and Drop of Blood evoke the core meaning or feeling behind 'horror'
879,horse,🐴,🐴,Horse Face plus Horse Face form a recognizable group, reinforcing the idea of 'horse'
880,hospital,🏥,🏥,Hospital and Hospital evoke the core meaning or feeling behind 'hospital'
881,host,🤝,🏠,Handshake and House Building evoke the core meaning or feeling behind 'host'
882,hotel,🏨,🛎,Hotel and Bellhop Bell evoke the core meaning or feeling behind 'hotel'
883,hour,⏰,☝,Alarm Clock with White Up Pointing together illustrate movement or relation, pointing to 'hour'
884,hover,🚁,⏸,Helicopter and Double Vertical Bar evoke the core meaning or feeling behind 'hover'
885,hub,🛞,🔗,Wheel and Link Symbol evoke the core meaning or feeling behind 'hub'
886,huge,🗻,📏,Mount Fuji and Straight Ruler evoke the core meaning or feeling behind 'huge'
887,human,🧑,🌍,Adult and Earth Globe Europe-africa evoke the core meaning or feeling behind 'human'
888,humble,🙇,🕊,Person Bowing Deeply and Dove of Peace evoke the core meaning or feeling behind 'humble'
889,humor,😂,🎭,Face with Tears and Performing Arts evoke the core meaning or feeling behind 'humor'
890,hundred,💯,💯,Hundred Points Symbol and Hundred Points Symbol evoke the core meaning or feeling behind 'hundred'
891,hungry,😋,🍽,Face Savouring Delicious and Fork and Knife evoke the core meaning or feeling behind 'hungry'
892,hunt,🏹,🐾,Bow and Arrow with Paw Prints together illustrate movement or relation, pointing to 'hunt'
893,hurdle,🚧,🏃,Construction Sign and Runner evoke the core meaning or feeling behind 'hurdle'
894,hurry,⏳,⏱,Hourglass with Flowing and Stopwatch evoke the core meaning or feeling behind 'hurry'
895,hurt,🤕,💢,Face with Head-bandage and Anger Symbol evoke the core meaning or feeling behind 'hurt'
896,husband,👨,💍,Man and Ring evoke the core meaning or feeling behind 'husband'
897,hybrid,🧬,🔀,Dna Double Helix with Twisted Rightwards Arrows together illustrate movement or relation, pointing to 'hybrid'
898,ice,🧊,🧊,Ice Cube and Ice Cube evoke the core meaning or feeling behind 'ice'
899,icon,🖼,⭐,Frame with Picture and White Medium Star evoke the core meaning or feeling behind 'icon'
900,idea,🤔,💡,Thinking Face and Electric Light Bulb evoke the core meaning or feeling behind 'idea'
901,identify,🆔,🔍,Squared Id with Left-pointing Magnifying Glass together illustrate movement or relation, pointing to 'identify'
902,idle,🛑,😴,Octagonal Sign and Sleeping Face evoke the core meaning or feeling behind 'idle'
903,ignore,🙈,🙉,See-no-evil Monkey plus Hear-no-evil Monkey form a recognizable group, reinforcing the idea of 'ignore'
904,ill,🤒,🤢,Face with Thermometer and Nauseated Face evoke the core meaning or feeling behind 'ill'
905,illegal,🚫,🚔,No Entry Sign and Oncoming Police Car evoke the core meaning or feeling behind 'illegal'
906,illness,🤧,🏥,Sneezing Face and Hospital evoke the core meaning or feeling behind 'illness'
907,image,🖼,📷,Frame with Picture and Camera evoke the core meaning or feeling behind 'image'
908,imitate,🐒,🙃,Monkey with Upside-down Face together illustrate movement or relation, pointing to 'imitate'
909,immense,🌌,📏,Milky Way and Straight Ruler evoke the core meaning or feeling behind 'immense'
910,immune,🛡,🧬,Shield and Dna Double Helix evoke the core meaning or feeling behind 'immune'
911,impact,💥,🌍,Collision Symbol and Earth Globe Europe-africa evoke the core meaning or feeling behind 'impact'
912,impose,📜,📢,Scroll and Public Address Loudspeaker hint at sound or naming cues associated with 'impose'
913,improve,📈,💪,Chart with Upwards with Flexed Biceps together illustrate movement or relation, pointing to 'improve'
914,impulse,⚡,❤,High Voltage Sign and Heavy Black Heart evoke the core meaning or feeling behind 'impulse'
915,inch,📏,📏,Straight Ruler and Straight Ruler evoke the core meaning or feeling behind 'inch'
916,include,➕,📦,Heavy Plus Sign and Package evoke the core meaning or feeling behind 'include'
917,income,💵,📥,Banknote with Dollar and Inbox Tray hint at sound or naming cues associated with 'income'
918,increase,📈,⬆,Chart with Upwards with Upwards Black Arrow together illustrate movement or relation, pointing to 'increase'
919,index,📖,☝,Open Book with White Up Pointing together illustrate movement or relation, pointing to 'index'
920,indicate,👉,📍,White Right Pointing with Round Pushpin together illustrate movement or relation, pointing to 'indicate'
921,indoor,🏠,✍,House Building and Writing Hand evoke the core meaning or feeling behind 'indoor'
922,industry,🏭,📈,Factory with Chart with Upwards together illustrate movement or relation, pointing to 'industry'
923,infant,👶,🍼,Baby and Baby Bottle evoke the core meaning or feeling behind 'infant'
924,inflict,🔪,💢,Hocho and Anger Symbol evoke the core meaning or feeling behind 'inflict'
925,inform,📢,💬,Public Address Loudspeaker and Speech Balloon hint at sound or naming cues associated with 'inform'
926,inhale,😮,💨,Face with Open and Dash Symbol evoke the core meaning or feeling behind 'inhale'
927,inherit,🧬,📜,Dna Double Helix and Scroll evoke the core meaning or feeling behind 'inherit'
928,initial,🔤,➡,Input Symbol For with Black Rightwards Arrow together illustrate movement or relation, pointing to 'initial'
929,inject,💉,➡,Syringe with Black Rightwards Arrow together illustrate movement or relation, pointing to 'inject'
930,injury,🤕,🩹,Face with Head-bandage and Adhesive Bandage evoke the core meaning or feeling behind 'injury'
931,inmate,🚔,🔒,Oncoming Police Car plus Lock form a recognizable group, reinforcing the idea of 'inmate'
932,inner,🔘,🧠,Radio Button plus Brain form a recognizable group, reinforcing the idea of 'inner'
933,innocent,😇,👼,Smiling Face with and Baby Angel evoke the core meaning or feeling behind 'innocent'
934,input,⌨,📥,Keyboard plus Inbox Tray form a recognizable group, reinforcing the idea of 'input'
935,inquiry,❓,📄,Black Question Mark with Page Facing Up together illustrate movement or relation, pointing to 'inquiry'
936,insane,🤪,🏥,Grinning Face with and Hospital evoke the core meaning or feeling behind 'insane'
937,insect,🐜,🐜,Ant and Ant evoke the core meaning or feeling behind 'insect'
938,inside,🏠,➡,House Building with Black Rightwards Arrow together illustrate movement or relation, pointing to 'inside'
939,inspire,✨,💡,Sparkles and Electric Light Bulb evoke the core meaning or feeling behind 'inspire'
940,install,📦,⬇,Package with Downwards Black Arrow together illustrate movement or relation, pointing to 'install'
941,intact,🧩,✅,Jigsaw Puzzle Piece and White Heavy Check evoke the core meaning or feeling behind 'intact'
942,interest,💰,📈,Money Bag with Chart with Upwards together illustrate movement or relation, pointing to 'interest'
943,into,👉,➡,White Right Pointing with Black Rightwards Arrow together illustrate movement or relation, pointing to 'into'
944,invest,⛽️,💰,Fuel Pump and Money Bag evoke the core meaning or feeling behind 'invest'
945,invite,✉,🎉,Envelope and Party Popper evoke the core meaning or feeling behind 'invite'
946,involve,🔄,🤝,Anticlockwise Downwards and with Handshake together illustrate movement or relation, pointing to 'involve'
947,iron,🧲,⛓,Magnet and Chains evoke the core meaning or feeling behind 'iron'
948,island,🏝,🌊,Desert Island plus Water Wave form a recognizable group, reinforcing the idea of 'island'
949,isolate,🧍,🚫,Standing Person and No Entry Sign evoke the core meaning or feeling behind 'isolate'
950,issue,🧾,⚠,Receipt and Warning Sign evoke the core meaning or feeling behind 'issue'
951,item,📦,🔖,Package plus Bookmark form a recognizable group, reinforcing the idea of 'item'
952,ivory,🐘,🦷,Elephant and Tooth evoke the core meaning or feeling behind 'ivory'
953,jacket,🧥,🧥,Coat and Coat evoke the core meaning or feeling behind 'jacket'
954,jaguar,🐆,🌴,Leopard plus Palm Tree form a recognizable group, reinforcing the idea of 'jaguar'
955,jar,🫙,🫙,Jar and Jar evoke the core meaning or feeling behind 'jar'
956,jazz,🎷,🎶,Saxophone and Multiple Musical Notes hint at sound or naming cues associated with 'jazz'
957,jealous,😒,💔,Unamused Face and Broken Heart evoke the core meaning or feeling behind 'jealous'
958,jeans,👖,👖,Jeans and Jeans evoke the core meaning or feeling behind 'jeans'
959,jelly,🍮,🍇,Custard and Grapes evoke the core meaning or feeling behind 'jelly'
960,jewel,💎,💎,Gem Stone and Gem Stone evoke the core meaning or feeling behind 'jewel'
961,job,💼,💼,Briefcase and Briefcase evoke the core meaning or feeling behind 'job'
962,join,🤝,➕,Handshake and Heavy Plus Sign evoke the core meaning or feeling behind 'join'
963,joke,🎤,😂,Microphone and Face with Tears hint at sound or naming cues associated with 'joke'
964,journey,🚶,🗺,Pedestrian with World Map together illustrate movement or relation, pointing to 'journey'
